especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
DOLAR CCL,3.91279,,,3.91279,3.91279,3.91279,,,,,2010-02-22,,3.91279,1266807600,0
DOLAR CCL,3.93158,,,3.93158,3.93158,3.93158,,,,,2010-02-26,,3.93158,1267153200,0
DOLAR CCL,3.89342,,,3.89342,3.89342,3.89342,,,,,2010-03-09,,3.89342,1268103600,0
DOLAR CCL,3.89512,,,3.89512,3.89512,3.89512,,,,,2010-03-12,,3.89512,1268362800,0
DOLAR CCL,3.91014,,,3.91014,3.91014,3.91014,,,,,2010-03-16,,3.91014,1268708400,0
DOLAR CCL,3.92048,,,3.92048,3.92048,3.92048,,,,,2010-03-17,,3.92048,1268794800,0
DOLAR CCL,3.85003,,,3.85003,3.85003,3.85003,,,,,2010-03-25,,3.85003,1269486000,0
DOLAR CCL,3.87126,,,3.87126,3.87126,3.87126,,,,,2010-04-09,,3.87126,1270782000,0
DOLAR CCL,3.8994,,,3.8994,3.8994,3.8994,,,,,2010-04-12,,3.8994,1271041200,0
DOLAR CCL,3.86548,,,3.86548,3.86548,3.86548,,,,,2010-04-13,,3.86548,1271127600,0
DOLAR CCL,3.86787,,,3.86787,3.86787,3.86787,,,,,2010-04-19,,3.86787,1271646000,0
DOLAR CCL,3.85505,,,3.85505,3.85505,3.85505,,,,,2010-04-27,,3.85505,1272337200,0
DOLAR CCL,3.91539,,,3.91539,3.91539,3.91539,,,,,2010-05-03,,3.91539,1272855600,0
DOLAR CCL,3.87578,,,3.87578,3.87578,3.87578,,,,,2010-05-04,,3.87578,1272942000,0
DOLAR CCL,3.93548,,,3.93548,3.93548,3.93548,,,,,2010-05-05,,3.93548,1273028400,0
DOLAR CCL,3.94962,,,3.94962,3.94962,3.94962,,,,,2010-05-10,,3.94962,1273460400,0
DOLAR CCL,3.8882,,,3.8882,3.8882,3.8882,,,,,2010-05-11,,3.8882,1273546800,0
DOLAR CCL,3.99199,,,3.99199,3.99199,3.99199,,,,,2010-06-09,,3.99199,1276052400,0
DOLAR CCL,3.98551,,,3.98551,3.98551,3.98551,,,,,2010-07-01,,3.98551,1277953200,0
DOLAR CCL,3.93636,,,3.93636,3.93636,3.93636,,,,,2010-07-06,,3.93636,1278385200,0
DOLAR CCL,3.93832,,,3.93832,3.93832,3.93832,,,,,2010-07-14,,3.93832,1279076400,0
DOLAR CCL,3.92726,,,3.92726,3.92726,3.92726,,,,,2010-07-23,,3.92726,1279854000,0
DOLAR CCL,3.91477,,,3.91477,3.91477,3.91477,,,,,2010-07-26,,3.91477,1280113200,0
DOLAR CCL,3.92045,,,3.92045,3.92045,3.92045,,,,,2010-07-27,,3.92045,1280199600,0
DOLAR CCL,3.91477,,,3.91477,3.91477,3.91477,,,,,2010-07-29,,3.91477,1280372400,0
DOLAR CCL,3.96552,,,3.96552,3.96552,3.96552,,,,,2010-07-30,,3.96552,1280458800,0
DOLAR CCL,3.96271,,,3.96271,3.96271,3.96271,,,,,2010-08-12,,3.96271,1281582000,0
DOLAR CCL,3.89532,,,3.89532,3.89532,3.89532,,,,,2010-08-17,,3.89532,1282014000,0
DOLAR CCL,3.91185,,,3.91185,3.91185,3.91185,,,,,2010-08-18,,3.91185,1282100400,0
DOLAR CCL,3.85667,,,3.85667,3.85667,3.85667,,,,,2010-08-25,,3.85667,1282705200,0
DOLAR CCL,3.93182,,,3.93182,3.93182,3.93182,,,,,2010-08-31,,3.93182,1283223600,0
DOLAR CCL,3.96296,,,3.96296,3.96296,3.96296,,,,,2010-09-09,,3.96296,1284001200,0
DOLAR CCL,3.95341,,,3.95341,3.95341,3.95341,,,,,2010-09-10,,3.95341,1284087600,0
DOLAR CCL,3.94944,,,3.94944,3.94944,3.94944,,,,,2010-09-13,,3.94944,1284346800,0
DOLAR CCL,3.94102,,,3.94102,3.94102,3.94102,,,,,2010-09-20,,3.94102,1284951600,0
DOLAR CCL,3.91234,,,3.91234,3.91234,3.91234,,,,,2010-09-21,,3.91234,1285038000,0
DOLAR CCL,3.92262,,,3.92262,3.92262,3.92262,,,,,2010-09-22,,3.92262,1285124400,0
DOLAR CCL,3.93018,,,3.93018,3.93018,3.93018,,,,,2010-09-30,,3.93018,1285815600,0
DOLAR CCL,3.95071,,,3.95071,3.95071,3.95071,,,,,2010-10-06,,3.95071,1286334000,0
DOLAR CCL,3.89757,,,3.89757,3.89757,3.89757,,,,,2010-10-19,,3.89757,1287457200,0
DOLAR CCL,3.90261,,,3.90261,3.90261,3.90261,,,,,2010-10-21,,3.90261,1287630000,0
DOLAR CCL,3.95386,,,3.95386,3.95386,3.95386,,,,,2010-10-26,,3.95386,1288062000,0
DOLAR CCL,3.91664,,,3.91664,3.91664,3.91664,,,,,2010-11-02,,3.91664,1288666800,0
DOLAR CCL,3.97275,,,3.97275,3.97275,3.97275,,,,,2010-11-04,,3.97275,1288839600,0
DOLAR CCL,3.89691,,,3.89691,3.89691,3.89691,,,,,2010-11-09,,3.89691,1289271600,0
DOLAR CCL,3.86186,,,3.86186,3.86186,3.86186,,,,,2010-11-10,,3.86186,1289358000,0
DOLAR CCL,3.97665,,,3.97665,3.97665,3.97665,,,,,2010-11-11,,3.97665,1289444400,0
DOLAR CCL,3.97655,,,3.97655,3.97655,3.97655,,,,,2010-11-12,,3.97655,1289530800,0
DOLAR CCL,3.96681,,,3.96681,3.96681,3.96681,,,,,2010-11-15,,3.96681,1289790000,0
DOLAR CCL,3.96748,,,3.96748,3.96748,3.96748,,,,,2010-11-16,,3.96748,1289876400,0
DOLAR CCL,4.02028,,,4.02028,4.02028,4.02028,,,,,2010-12-10,,4.02028,1291950000,0
DOLAR CCL,4.00942,,,4.00942,4.00942,4.00942,,,,,2010-12-21,,4.00942,1292900400,0
DOLAR CCL,3.97949,,,3.97949,3.97949,3.97949,,,,,2010-12-23,,3.97949,1293073200,0
DOLAR CCL,3.9697,,,3.9697,3.9697,3.9697,,,,,2011-01-04,,3.9697,1294110000,0
DOLAR CCL,4.01786,,,4.01786,4.01786,4.01786,,,,,2011-01-17,,4.01786,1295233200,0
DOLAR CCL,4.00508,,,4.00508,4.00508,4.00508,,,,,2011-01-18,,4.00508,1295319600,0
DOLAR CCL,4.02051,,,4.02051,4.02051,4.02051,,,,,2011-01-20,,4.02051,1295492400,0
DOLAR CCL,4.03601,,,4.03601,4.03601,4.03601,,,,,2011-01-21,,4.03601,1295578800,0
DOLAR CCL,4.05361,,,4.05361,4.05361,4.05361,,,,,2011-01-26,,4.05361,1296010800,0
DOLAR CCL,4.03814,,,4.03814,4.03814,4.03814,,,,,2011-01-27,,4.03814,1296097200,0
DOLAR CCL,4.11733,,,4.11733,4.11733,4.11733,,,,,2011-01-28,,4.11733,1296183600,0
DOLAR CCL,4.08995,,,4.08995,4.08995,4.08995,,,,,2011-01-31,,4.08995,1296442800,0
DOLAR CCL,4.13263,,,4.13263,4.13263,4.13263,,,,,2011-02-02,,4.13263,1296615600,0
DOLAR CCL,4.10966,,,4.10966,4.10966,4.10966,,,,,2011-02-07,,4.10966,1297047600,0
DOLAR CCL,4.11518,,,4.11518,4.11518,4.11518,,,,,2011-02-08,,4.11518,1297134000,0
DOLAR CCL,4.13158,,,4.13158,4.13158,4.13158,,,,,2011-02-14,,4.13158,1297652400,0
DOLAR CCL,4.13158,,,4.13158,4.13158,4.13158,,,,,2011-02-16,,4.13158,1297825200,0
DOLAR CCL,4.16316,,,4.16316,4.16316,4.16316,,,,,2011-02-22,,4.16316,1298343600,0
DOLAR CCL,4.19098,,,4.19098,4.19098,4.19098,,,,,2011-02-23,,4.19098,1298430000,0
DOLAR CCL,4.2,,,4.2,4.2,4.2,,,,,2011-02-24,,4.2,1298516400,0
DOLAR CCL,4.23936,,,4.23936,4.23936,4.23936,,,,,2011-02-25,,4.23936,1298602800,0
DOLAR CCL,4.20635,,,4.20635,4.20635,4.20635,,,,,2011-02-28,,4.20635,1298862000,0
DOLAR CCL,4.19271,,,4.19271,4.19271,4.19271,,,,,2011-03-03,,4.19271,1299121200,0
DOLAR CCL,4.20187,,,4.20187,4.20187,4.20187,,,,,2011-03-09,,4.20187,1299639600,0
DOLAR CCL,4.21503,,,4.21503,4.21503,4.21503,,,,,2011-03-10,,4.21503,1299726000,0
DOLAR CCL,4.21503,,,4.21503,4.21503,4.21503,,,,,2011-03-11,,4.21503,1299812400,0
DOLAR CCL,4.22461,,,4.22461,4.22461,4.22461,,,,,2011-03-14,,4.22461,1300071600,0
DOLAR CCL,4.21684,,,4.21684,4.21684,4.21684,,,,,2011-03-15,,4.21684,1300158000,0
DOLAR CCL,4.23617,,,4.23617,4.23617,4.23617,,,,,2011-03-16,,4.23617,1300244400,0
DOLAR CCL,4.2082,,,4.2082,4.2082,4.2082,,,,,2011-03-17,,4.2082,1300330800,0
DOLAR CCL,4.20681,,,4.20681,4.20681,4.20681,,,,,2011-03-18,,4.20681,1300417200,0
DOLAR CCL,4.21036,,,4.21036,4.21036,4.21036,,,,,2011-03-22,,4.21036,1300762800,0
DOLAR CCL,4.21031,,,4.21031,4.21031,4.21031,,,,,2011-03-23,,4.21031,1300849200,0
DOLAR CCL,4.18581,,,4.18581,4.18581,4.18581,,,,,2011-03-28,,4.18581,1301281200,0
DOLAR CCL,4.1299,,,4.1299,4.1299,4.1299,,,,,2011-04-04,,4.1299,1301886000,0
DOLAR CCL,4.1478,,,4.1478,4.1478,4.1478,,,,,2011-04-07,,4.1478,1302145200,0
DOLAR CCL,4.20545,,,4.20545,4.20545,4.20545,,,,,2011-04-08,,4.20545,1302231600,0
DOLAR CCL,4.21025,,,4.21025,4.21025,4.21025,,,,,2011-04-12,,4.21025,1302577200,0
DOLAR CCL,4.18653,,,4.18653,4.18653,4.18653,,,,,2011-04-13,,4.18653,1302663600,0
DOLAR CCL,4.22373,,,4.22373,4.22373,4.22373,,,,,2011-04-14,,4.22373,1302750000,0
DOLAR CCL,4.23081,,,4.23081,4.23081,4.23081,,,,,2011-04-15,,4.23081,1302836400,0
DOLAR CCL,4.23579,,,4.23579,4.23579,4.23579,,,,,2011-04-20,,4.23579,1303268400,0
DOLAR CCL,4.23238,,,4.23238,4.23238,4.23238,,,,,2011-04-25,,4.23238,1303700400,0
DOLAR CCL,4.23896,,,4.23896,4.23896,4.23896,,,,,2011-04-29,,4.23896,1304046000,0
DOLAR CCL,4.26423,,,4.26423,4.26423,4.26423,,,,,2011-05-03,,4.26423,1304391600,0
DOLAR CCL,4.26804,,,4.26804,4.26804,4.26804,,,,,2011-05-09,,4.26804,1304910000,0
DOLAR CCL,4.35221,,,4.35221,4.35221,4.35221,,,,,2011-05-10,,4.35221,1304996400,0
DOLAR CCL,4.3551,,,4.3551,4.3551,4.3551,,,,,2011-05-19,,4.3551,1305774000,0
DOLAR CCL,4.42051,,,4.42051,4.42051,4.42051,,,,,2011-05-24,,4.42051,1306206000,0
DOLAR CCL,4.46058,,,4.46058,4.46058,4.46058,,,,,2011-05-26,,4.46058,1306378800,0
DOLAR CCL,4.34367,,,4.34367,4.34367,4.34367,,,,,2011-06-03,,4.34367,1307070000,0
DOLAR CCL,4.3299,,,4.3299,4.3299,4.3299,,,,,2011-06-06,,4.3299,1307329200,0
DOLAR CCL,4.32474,,,4.32474,4.32474,4.32474,,,,,2011-06-07,,4.32474,1307415600,0
DOLAR CCL,4.34917,,,4.34917,4.34917,4.34917,,,,,2011-06-08,,4.34917,1307502000,0
DOLAR CCL,4.31224,,,4.31224,4.31224,4.31224,,,,,2011-06-10,,4.31224,1307674800,0
DOLAR CCL,4.31756,,,4.31756,4.31756,4.31756,,,,,2011-06-22,,4.31756,1308711600,0
DOLAR CCL,4.24413,,,4.24413,4.24413,4.24413,,,,,2011-06-28,,4.24413,1309230000,0
DOLAR CCL,4.22727,,,4.22727,4.22727,4.22727,,,,,2011-06-30,,4.22727,1309402800,0
DOLAR CCL,4.20641,,,4.20641,4.20641,4.20641,,,,,2011-07-01,,4.20641,1309489200,0
DOLAR CCL,4.2025,,,4.2025,4.2025,4.2025,,,,,2011-07-04,,4.2025,1309748400,0
DOLAR CCL,4.23116,,,4.23116,4.23116,4.23116,,,,,2011-07-05,,4.23116,1309834800,0
DOLAR CCL,4.24197,,,4.24197,4.24197,4.24197,,,,,2011-07-12,,4.24197,1310439600,0
DOLAR CCL,4.24121,,,4.24121,4.24121,4.24121,,,,,2011-07-13,,4.24121,1310526000,0
DOLAR CCL,4.22864,,,4.22864,4.22864,4.22864,,,,,2011-07-14,,4.22864,1310612400,0
DOLAR CCL,4.22864,,,4.22864,4.22864,4.22864,,,,,2011-07-15,,4.22864,1310698800,0
DOLAR CCL,4.24181,,,4.24181,4.24181,4.24181,,,,,2011-07-18,,4.24181,1310958000,0
DOLAR CCL,4.23193,,,4.23193,4.23193,4.23193,,,,,2011-07-19,,4.23193,1311044400,0
DOLAR CCL,4.23848,,,4.23848,4.23848,4.23848,,,,,2011-07-20,,4.23848,1311130800,0
DOLAR CCL,4.2485,,,4.2485,4.2485,4.2485,,,,,2011-07-21,,4.2485,1311217200,0
DOLAR CCL,4.22056,,,4.22056,4.22056,4.22056,,,,,2011-07-22,,4.22056,1311303600,0
DOLAR CCL,4.18657,,,4.18657,4.18657,4.18657,,,,,2011-07-26,,4.18657,1311649200,0
DOLAR CCL,4.26507,,,4.26507,4.26507,4.26507,,,,,2011-08-01,,4.26507,1312167600,0
DOLAR CCL,4.25935,,,4.25935,4.25935,4.25935,,,,,2011-08-02,,4.25935,1312254000,0
DOLAR CCL,4.2672,,,4.2672,4.2672,4.2672,,,,,2011-08-03,,4.2672,1312340400,0
DOLAR CCL,4.29723,,,4.29723,4.29723,4.29723,,,,,2011-08-04,,4.29723,1312426800,0
DOLAR CCL,4.37949,,,4.37949,4.37949,4.37949,,,,,2011-08-05,,4.37949,1312513200,0
DOLAR CCL,4.26735,,,4.26735,4.26735,4.26735,,,,,2011-08-08,,4.26735,1312772400,0
DOLAR CCL,4.3201,,,4.3201,4.3201,4.3201,,,,,2011-08-09,,4.3201,1312858800,0
DOLAR CCL,4.32558,,,4.32558,4.32558,4.32558,,,,,2011-08-10,,4.32558,1312945200,0
DOLAR CCL,4.33679,,,4.33679,4.33679,4.33679,,,,,2011-08-11,,4.33679,1313031600,0
DOLAR CCL,4.33419,,,4.33419,4.33419,4.33419,,,,,2011-08-12,,4.33419,1313118000,0
DOLAR CCL,4.31897,,,4.31897,4.31897,4.31897,,,,,2011-08-15,,4.31897,1313377200,0
DOLAR CCL,4.34917,,,4.34917,4.34917,4.34917,,,,,2011-08-16,,4.34917,1313463600,0
DOLAR CCL,4.35567,,,4.35567,4.35567,4.35567,,,,,2011-08-17,,4.35567,1313550000,0
DOLAR CCL,4.34197,,,4.34197,4.34197,4.34197,,,,,2011-08-18,,4.34197,1313636400,0
DOLAR CCL,4.40475,,,4.40475,4.40475,4.40475,,,,,2011-08-23,,4.40475,1314068400,0
DOLAR CCL,4.40526,,,4.40526,4.40526,4.40526,,,,,2011-08-24,,4.40526,1314154800,0
DOLAR CCL,4.37403,,,4.37403,4.37403,4.37403,,,,,2011-08-26,,4.37403,1314327600,0
DOLAR CCL,4.4151,,,4.4151,4.4151,4.4151,,,,,2011-08-29,,4.4151,1314586800,0
DOLAR CCL,4.43005,,,4.43005,4.43005,4.43005,,,,,2011-08-30,,4.43005,1314673200,0
DOLAR CCL,4.42894,,,4.42894,4.42894,4.42894,,,,,2011-08-31,,4.42894,1314759600,0
DOLAR CCL,4.38755,,,4.38755,4.38755,4.38755,,,,,2011-09-01,,4.38755,1314846000,0
DOLAR CCL,4.48438,,,4.48438,4.48438,4.48438,,,,,2011-09-07,,4.48438,1315364400,0
DOLAR CCL,4.49323,,,4.49323,4.49323,4.49323,,,,,2011-09-09,,4.49323,1315537200,0
DOLAR CCL,4.53931,,,4.53931,4.53931,4.53931,,,,,2011-09-14,,4.53931,1315969200,0
DOLAR CCL,4.5681,,,4.5681,4.5681,4.5681,,,,,2011-09-16,,4.5681,1316142000,0
DOLAR CCL,4.61001,,,4.61001,4.61001,4.61001,,,,,2011-09-20,,4.61001,1316487600,0
DOLAR CCL,4.62473,,,4.62473,4.62473,4.62473,,,,,2011-09-21,,4.62473,1316574000,0
DOLAR CCL,4.61708,,,4.61708,4.61708,4.61708,,,,,2011-09-22,,4.61708,1316660400,0
DOLAR CCL,4.67865,,,4.67865,4.67865,4.67865,,,,,2011-09-23,,4.67865,1316746800,0
DOLAR CCL,4.60387,,,4.60387,4.60387,4.60387,,,,,2011-09-26,,4.60387,1317006000,0
DOLAR CCL,4.65121,,,4.65121,4.65121,4.65121,,,,,2011-09-27,,4.65121,1317092400,0
DOLAR CCL,4.67516,,,4.67516,4.67516,4.67516,,,,,2011-09-28,,4.67516,1317178800,0
DOLAR CCL,4.69096,,,4.69096,4.69096,4.69096,,,,,2011-09-29,,4.69096,1317265200,0
DOLAR CCL,4.6747,,,4.6747,4.6747,4.6747,,,,,2011-10-03,,4.6747,1317610800,0
DOLAR CCL,4.64863,,,4.64863,4.64863,4.64863,,,,,2011-10-04,,4.64863,1317697200,0
DOLAR CCL,4.6303,,,4.6303,4.6303,4.6303,,,,,2011-10-06,,4.6303,1317870000,0
DOLAR CCL,4.52663,,,4.52663,4.52663,4.52663,,,,,2011-10-07,,4.52663,1317956400,0
DOLAR CCL,4.53488,,,4.53488,4.53488,4.53488,,,,,2011-10-11,,4.53488,1318302000,0
DOLAR CCL,4.56818,,,4.56818,4.56818,4.56818,,,,,2011-10-13,,4.56818,1318474800,0
DOLAR CCL,4.74432,,,4.74432,4.74432,4.74432,,,,,2011-10-18,,4.74432,1318906800,0
DOLAR CCL,4.7563,,,4.7563,4.7563,4.7563,,,,,2011-10-19,,4.7563,1318993200,0
DOLAR CCL,4.75312,,,4.75312,4.75312,4.75312,,,,,2011-10-20,,4.75312,1319079600,0
DOLAR CCL,4.72316,,,4.72316,4.72316,4.72316,,,,,2011-10-21,,4.72316,1319166000,0
DOLAR CCL,4.71709,,,4.71709,4.71709,4.71709,,,,,2011-10-24,,4.71709,1319425200,0
DOLAR CCL,4.85519,,,4.85519,4.85519,4.85519,,,,,2011-10-28,,4.85519,1319770800,0
DOLAR CCL,5.06111,,,5.06111,5.06111,5.06111,,,,,2011-10-31,,5.06111,1320030000,0
DOLAR CCL,4.8427,,,4.8427,4.8427,4.8427,,,,,2011-11-01,,4.8427,1320116400,0
DOLAR CCL,4.65922,,,4.65922,4.65922,4.65922,,,,,2011-11-02,,4.65922,1320202800,0
DOLAR CCL,4.72527,,,4.72527,4.72527,4.72527,,,,,2011-11-03,,4.72527,1320289200,0
DOLAR CCL,4.75138,,,4.75138,4.75138,4.75138,,,,,2011-11-07,,4.75138,1320634800,0
DOLAR CCL,4.71226,,,4.71226,4.71226,4.71226,,,,,2011-11-08,,4.71226,1320721200,0
DOLAR CCL,4.80337,,,4.80337,4.80337,4.80337,,,,,2011-11-11,,4.80337,1320980400,0
DOLAR CCL,4.78258,,,4.78258,4.78258,4.78258,,,,,2011-11-14,,4.78258,1321239600,0
DOLAR CCL,4.58082,,,4.58082,4.58082,4.58082,,,,,2011-11-16,,4.58082,1321412400,0
DOLAR CCL,4.60773,,,4.60773,4.60773,4.60773,,,,,2011-11-17,,4.60773,1321498800,0
DOLAR CCL,4.39011,,,4.39011,4.39011,4.39011,,,,,2011-11-23,,4.39011,1322017200,0
DOLAR CCL,4.60511,,,4.60511,4.60511,4.60511,,,,,2011-11-29,,4.60511,1322535600,0
DOLAR CCL,4.59101,,,4.59101,4.59101,4.59101,,,,,2011-11-30,,4.59101,1322622000,0
DOLAR CCL,4.67416,,,4.67416,4.67416,4.67416,,,,,2011-12-01,,4.67416,1322708400,0
DOLAR CCL,4.65295,,,4.65295,4.65295,4.65295,,,,,2011-12-02,,4.65295,1322794800,0
DOLAR CCL,4.72222,,,4.72222,4.72222,4.72222,,,,,2011-12-06,,4.72222,1323140400,0
DOLAR CCL,4.60541,,,4.60541,4.60541,4.60541,,,,,2011-12-13,,4.60541,1323745200,0
DOLAR CCL,4.66188,,,4.66188,4.66188,4.66188,,,,,2011-12-15,,4.66188,1323918000,0
DOLAR CCL,4.67391,,,4.67391,4.67391,4.67391,,,,,2011-12-20,,4.67391,1324350000,0
DOLAR CCL,4.67892,,,4.67892,4.67892,4.67892,,,,,2011-12-21,,4.67892,1324436400,0
DOLAR CCL,4.60741,,,4.60741,4.60741,4.60741,,,,,2011-12-23,,4.60741,1324609200,0
DOLAR CCL,4.64249,,,4.64249,4.64249,4.64249,,,,,2012-01-06,,4.64249,1325818800,0
DOLAR CCL,4.67357,,,4.67357,4.67357,4.67357,,,,,2012-01-10,,4.67357,1326164400,0
DOLAR CCL,4.6875,,,4.6875,4.6875,4.6875,,,,,2012-01-11,,4.6875,1326250800,0
DOLAR CCL,4.65285,,,4.65285,4.65285,4.65285,,,,,2012-01-12,,4.65285,1326337200,0
DOLAR CCL,4.72208,,,4.72208,4.72208,4.72208,,,,,2012-01-18,,4.72208,1326855600,0
DOLAR CCL,4.72727,,,4.72727,4.72727,4.72727,,,,,2012-01-24,,4.72727,1327374000,0
DOLAR CCL,4.6056,,,4.6056,4.6056,4.6056,,,,,2012-01-26,,4.6056,1327546800,0
DOLAR CCL,4.64975,,,4.64975,4.64975,4.64975,,,,,2012-02-01,,4.64975,1328065200,0
DOLAR CCL,4.72872,,,4.72872,4.72872,4.72872,,,,,2012-02-10,,4.72872,1328842800,0
DOLAR CCL,4.81633,,,4.81633,4.81633,4.81633,,,,,2012-02-14,,4.81633,1329188400,0
DOLAR CCL,4.77157,,,4.77157,4.77157,4.77157,,,,,2012-02-15,,4.77157,1329274800,0
DOLAR CCL,4.78332,,,4.78332,4.78332,4.78332,,,,,2012-02-16,,4.78332,1329361200,0
DOLAR CCL,4.77722,,,4.77722,4.77722,4.77722,,,,,2012-02-17,,4.77722,1329447600,0
DOLAR CCL,4.73734,,,4.73734,4.73734,4.73734,,,,,2012-02-23,,4.73734,1329966000,0
DOLAR CCL,4.78261,,,4.78261,4.78261,4.78261,,,,,2012-02-28,,4.78261,1330398000,0
DOLAR CCL,4.80473,,,4.80473,4.80473,4.80473,,,,,2012-02-29,,4.80473,1330484400,0
DOLAR CCL,4.85422,,,4.85422,4.85422,4.85422,,,,,2012-03-06,,4.85422,1331002800,0
DOLAR CCL,4.86768,,,4.86768,4.86768,4.86768,,,,,2012-03-08,,4.86768,1331175600,0
DOLAR CCL,4.86091,,,4.86091,4.86091,4.86091,,,,,2012-03-09,,4.86091,1331262000,0
DOLAR CCL,4.88798,,,4.88798,4.88798,4.88798,,,,,2012-03-12,,4.88798,1331521200,0
DOLAR CCL,4.9196,,,4.9196,4.9196,4.9196,,,,,2012-03-14,,4.9196,1331694000,0
DOLAR CCL,4.98,,,4.98,4.98,4.98,,,,,2012-03-19,,4.98,1332126000,0
DOLAR CCL,4.9875,,,4.9875,4.9875,4.9875,,,,,2012-03-20,,4.9875,1332212400,0
DOLAR CCL,5.06,,,5.06,5.06,5.06,,,,,2012-03-23,,5.06,1332471600,0
DOLAR CCL,5.30108,,,5.30108,5.30108,5.30108,,,,,2012-04-04,,5.30108,1333508400,0
DOLAR CCL,5.35699,,,5.35699,5.35699,5.35699,,,,,2012-04-09,,5.35699,1333940400,0
DOLAR CCL,5.42437,,,5.42437,5.42437,5.42437,,,,,2012-04-10,,5.42437,1334026800,0
DOLAR CCL,5.32937,,,5.32937,5.32937,5.32937,,,,,2012-04-12,,5.32937,1334199600,0
DOLAR CCL,5.37127,,,5.37127,5.37127,5.37127,,,,,2012-04-13,,5.37127,1334286000,0
DOLAR CCL,5.39891,,,5.39891,5.39891,5.39891,,,,,2012-04-16,,5.39891,1334545200,0
DOLAR CCL,5.64756,,,5.64756,5.64756,5.64756,,,,,2012-04-18,,5.64756,1334718000,0
DOLAR CCL,5.40556,,,5.40556,5.40556,5.40556,,,,,2012-04-24,,5.40556,1335236400,0
DOLAR CCL,5.35359,,,5.35359,5.35359,5.35359,,,,,2012-04-25,,5.35359,1335322800,0
DOLAR CCL,5.4543,,,5.4543,5.4543,5.4543,,,,,2012-05-04,,5.4543,1336100400,0
DOLAR CCL,5.55003,,,5.55003,5.55003,5.55003,,,,,2012-05-08,,5.55003,1336446000,0
DOLAR CCL,5.9323,,,5.9323,5.9323,5.9323,,,,,2012-05-21,,5.9323,1337569200,0
DOLAR CCL,6.09119,,,6.09119,6.09119,6.09119,,,,,2012-05-23,,6.09119,1337742000,0
DOLAR CCL,5.96341,,,5.96341,5.96341,5.96341,,,,,2012-05-28,,5.96341,1338174000,0
DOLAR CCL,6.12025,,,6.12025,6.12025,6.12025,,,,,2012-05-29,,6.12025,1338260400,0
DOLAR CCL,6.17105,,,6.17105,6.17105,6.17105,,,,,2012-05-31,,6.17105,1338433200,0
DOLAR CCL,6.31156,,,6.31156,6.31156,6.31156,,,,,2012-06-01,,6.31156,1338519600,0
DOLAR CCL,6.22667,,,6.22667,6.22667,6.22667,,,,,2012-06-04,,6.22667,1338778800,0
DOLAR CCL,6.17839,,,6.17839,6.17839,6.17839,,,,,2012-06-05,,6.17839,1338865200,0
DOLAR CCL,6.07051,,,6.07051,6.07051,6.07051,,,,,2012-06-07,,6.07051,1339038000,0
DOLAR CCL,6.11333,,,6.11333,6.11333,6.11333,,,,,2012-06-11,,6.11333,1339383600,0
DOLAR CCL,6.50458,,,6.50458,6.50458,6.50458,,,,,2012-06-14,,6.50458,1339642800,0
DOLAR CCL,6.50327,,,6.50327,6.50327,6.50327,,,,,2012-06-15,,6.50327,1339729200,0
DOLAR CCL,6.64784,,,6.64784,6.64784,6.64784,,,,,2012-06-18,,6.64784,1339988400,0
DOLAR CCL,6.65658,,,6.65658,6.65658,6.65658,,,,,2012-06-19,,6.65658,1340074800,0
DOLAR CCL,6.66107,,,6.66107,6.66107,6.66107,,,,,2012-06-21,,6.66107,1340247600,0
DOLAR CCL,6.65782,,,6.65782,6.65782,6.65782,,,,,2012-06-22,,6.65782,1340334000,0
DOLAR CCL,6.72483,,,6.72483,6.72483,6.72483,,,,,2012-06-25,,6.72483,1340593200,0
DOLAR CCL,6.59934,,,6.59934,6.59934,6.59934,,,,,2012-06-26,,6.59934,1340679600,0
DOLAR CCL,6.53771,,,6.53771,6.53771,6.53771,,,,,2012-06-27,,6.53771,1340766000,0
DOLAR CCL,6.56209,,,6.56209,6.56209,6.56209,,,,,2012-06-28,,6.56209,1340852400,0
DOLAR CCL,6.55901,,,6.55901,6.55901,6.55901,,,,,2012-07-05,,6.55901,1341457200,0
DOLAR CCL,6.63239,,,6.63239,6.63239,6.63239,,,,,2012-07-10,,6.63239,1341889200,0
DOLAR CCL,6.75607,,,6.75607,6.75607,6.75607,,,,,2012-07-11,,6.75607,1341975600,0
DOLAR CCL,6.68916,,,6.68916,6.68916,6.68916,,,,,2012-07-12,,6.68916,1342062000,0
DOLAR CCL,7.01363,,,7.01363,7.01363,7.01363,,,,,2012-07-17,,7.01363,1342494000,0
DOLAR CCL,6.85629,,,6.85629,6.85629,6.85629,,,,,2012-07-18,,6.85629,1342580400,0
DOLAR CCL,6.96145,,,6.96145,6.96145,6.96145,,,,,2012-07-19,,6.96145,1342666800,0
DOLAR CCL,6.82588,,,6.82588,6.82588,6.82588,,,,,2012-07-23,,6.82588,1343012400,0
DOLAR CCL,6.77083,,,6.77083,6.77083,6.77083,,,,,2012-07-24,,6.77083,1343098800,0
DOLAR CCL,6.74268,,,6.74268,6.74268,6.74268,,,,,2012-07-25,,6.74268,1343185200,0
DOLAR CCL,6.80497,,,6.80497,6.80497,6.80497,,,,,2012-07-26,,6.80497,1343271600,0
